"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20120010940","42791","6316"
"T20120010958","49662","7602"
"T20120010963","35532","5593"
"T20120010976","10592","1000"
"T20120010997","251907","105832"
"T20120011010","706","5902"
"T20120011055","36518","9193"
"T20120011064","28872","6424"
"T20120011085","949","6684"
"T20120011091","231006","9038"
"T20120011098","62721","8909"
"T20120011100","41876","5838"
"T20120011109","37962","9010"
"T20120011168","46942","6006"
"T20120011239","243910","102633"
"T20120011252","51145","3172"
"T20120011271","22","9260"
"T20120011277","57434","5149"
"T20120011303","252040","6783"
"T20120011336","84","5272"
"T20120011353","35662","8601"
"T20120011367","883","8959"
"T20120011370","10475","1028"
"T20120011435","47464","7676"
"T20120011438","41889","5845"
"T20120011477","49281","2306"
"T20120011482","50325","7923"
"T20120011489","376","102938"
"T20120011548","55320","6432"
"T20120011556","46221","6173"
"T20120011618","40175","5566"
"T20120011621","35891","6614"
"T20120011629","67377","5574"
"T20120011715","49980","7713"
"T20120011723","981","6463"
"T20120011740","251977","5193"
"T20120011812","252017","7827"
"T20120011815","240343","9415"
"T20120011830","222826","100784"
"T20120011847","52110","1153"
"T20120011862","38006","9181"
"T20120011872","33698","5678"
"T20120011907","1246","9121"
"T20120011980","252227","3115"
"T20120011988","52836","2287"
"T20120011999","42467","6083"
"T20120012020","53382","2289"
"T20120012064","234609","5988"
"T20120012076","37962","9010"
"T20120012091","228035","6816"
"T20120012136","46665","8931"
"T20120012139","57585","6103"
"T20120012145","29947","7711"
"T20120012148","46543","1004"
"T20120012172","252053","5614"
"T20120012206","37362","8797"
"T20120012208","45650","9020"
"T20120012250","252107","6531"
"T20120012287","44600","8817"
"T20120012290","38477","5048"
"T20120012314","252959","104548"
"T20120012377","46824","7767"
"T20120012380","252249","1265"
"T20120012416","39558","5308"
"T20120012424","65358","5221"
"T20120012449","252224","100404"
"T20120012460","248089","7993"
"T20120012489","57065","9172"
"T20120012531","35472","5195"
"T20120012565","252119","5736"
"T20120012593","43049","6326"
"T20120012624","252138","100055"
"T20120012655","29425","9391"
"T20120012698","54763","9022"
"T20120012701","252272","100928"
"T20120012712","1248","8753"
"T20120012715","48468","5379"
"T20120012724","41796","5739"
"T20120012730","29591","9544"
"T20120012754","92","7829"
"T20120012770","39715","5163"
"T20120012781","252615","103656"
"T20120012811","35636","1022"
"T20120012858","39558","5308"
"T20120012895","266","8868"
"T20120012908","252618","7956"
"T20120012915","39504","5334"
"T20120012949","41371","6008"
"T20120012961","254048","101707"
"T20120012962","43367","1022"
"T20120012968","253713","9345"
"T20120012978","29813","9115"
"T20120013051","251418","103997"
"T20120013073","52861","2311"
"T20120013079","254508","101736"
"T20120013095","1175","6546"
"T20120013107","32012","5538"
"T20120013142","39559","5337"
"T20120013153","29754","8738"
"T20120013173","25939","8838"
"T20120013193","43287","6470"
"T20120013198","36997","103646"
"T20120013219","41964","5794"
"T20120013225","43049","6326"
"T20120013240","252590","1088"
"T20120013247","34518","9005"
"T20120013252","40894","5517"
"T20120013273","35308","1001"
"T20120013273","35308","9286"
"T20120013291","42155","6101"
"T20120013293","223441","2254"
"T20120013301","46015","6246"
"T20120013312","47642","5193"
"T20120013324","38456","5095"
"T20120013346","792","6047"
"T20120013362","252718","4233"
"T20120013363","41642","5889"
"T20120013415","10592","1000"
"T20120013418","47550","6775"
"T20120013421","57726","6407"
"T20120013424","44938","9006"
"T20120013442","42912","6213"
"T20120013458","34518","9005"
"T20120013486","245214","5755"
"T20120013486","245214","101261"
"T20120013522","41936","5772"
"T20120013542","713","5957"
"T20120013563","29416","9375"
"T20120013572","793","1000"
"T20120013572","793","6086"
"T20120013581","32860","6390"
"T20120013626","42750","6234"
"T20120013630","49211","1246"
"T20120013669","67757","9530"
"T20120013729","46819","9477"
"T20120013739","29710","6284"
"T20120013743","36210","9279"
"T20120013765","38780","9367"
"T20120013767","250528","9463"
"T20120013769","41819","5907"
"T20120013819","169","9305"
"T20120013823","36830","5850"
"T20120013848","1320","8736"
"T20120013893","35342","9231"
"T20120013897","58068","9577"
"T20120013950","41820","5903"
"T20120013981","70163","6195"
"T20120014005","67735","5637"
"T20120014019","69768","6092"
"T20120014055","252852","8753"
"T20120014082","255962","100206"
"T20120014095","251126","6505"
"T20120014136","46731","104272"
"T20120014170","44938","9006"
"T20120014184","240406","7597"
"T20120014185","36830","5850"
"T20120014199","45038","1203"
"T20120014233","227113","101320"
"T20120014234","46695","6038"
"T20120014237","61984","8817"
"T20120014238","58146","104913"
"T20120014246","57452","106114"
"T20120014248","49662","7602"
"T20120014266","46312","9063"
"T20120014272","1323","8758"
"T20120014323","69125","7569"
"T20120014328","22748","2369"
"T20120014336","253374","102959"
"T20120014337","57753","2256"
"T20120014346","876","6270"
"T20120014377","253102","103140"
"T20120014416","42123","101320"
"T20120014435","40091","9515"
"T20120014440","15405","7707"
"T20120014467","253186","3171"
"T20120014478","52208","1195"
"T20120014479","35714","9155"
"T20120014521","243641","1331"
"T20120014528","38499","9385"
"T20120014586","54089","6083"
"T20120014591","41642","5889"
"T20120014592","45154","9088"
"T20120014598","41144","103514"
"T20120014603","35714","9155"
"T20120014669","252859","6381"
"T20120014670","43571","6737"
"T20120014671","38944","5393"
"T20120014677","227774","9299"
"T20120014700","40684","8960"
"T20120014706","55230","104638"
"T20120014727","39687","101439"
"T20120014740","694","5721"
"T20120014741","986","6479"
"T20120014751","47884","5523"
"T20120014767","35642","6766"
"T20120014778","40909","5594"
"T20120014790","50841","3017"
"T20120014798","38098","9032"
"T20120014868","35546","5754"
"T20120014868","35546","101261"
"T20120014881","253270","101186"
"T20120014887","36210","9279"
"T20120014896","49990","7715"
"T20120014931","228490","8999"
"T20120014939","41621","5955"
"T20120014943","72718","1198"
"T20120014945","41001","5629"
"T20120014947","37833","9173"
"T20120014957","29565","5348"
"T20120014989","49701","7625"
"T20120015119","63376","9044"
"T20120015122","10592","1000"
"T20120015133","46684","100102"
"T20120015143","33879","1002"
"T20120015224","253310","1010"
"T20120015224","253310","7750"
"T20120015236","1318","9017"
"T20120015333","40576","5599"
"T20120015349","45597","100056"
"T20120015417","39361","5291"
"T20120015457","41712","5972"
"T20120015461","40501","8859"
"T20120015500","44222","8628"
"T20120015558","248014","5520"
"T20120015569","69538","6039"
"T20120015574","40106","9531"
"T20120015583","41715","102218"
"T20120015585","42744","6221"
"T20120015671","955","6701"
"T20120015724","10475","1028"
"T20120015728","39578","5306"
"T20120015730","323","104099"
"T20120015731","253433","6105"
"T20120015736","56155","1203"
"T20120015829","253227","6826"
"T20120015837","45754","103581"
"T20120015840","36210","9279"
"T20120015888","41452","5880"
"T20120015914","46387","7701"
"T20120015915","37496","5124"
"T20120015929","54037","2261"
"T20120015940","36862","9441"
"T20120015950","253106","6631"
"T20120015958","29387","9395"
"T20120015959","46314","101638"
"T20120015976","221370","3155"
"T20120015979","39504","5334"
"T20120015984","41469","5822"
"T20120015988","48334","7631"
"T20120016021","49915","104128"
"T20120016023","30820","9200"
"T20120016082","253612","102880"
"T20120016087","57359","8748"
"T20120016093","44014","6846"
"T20120016123","29396","9329"
"T20120016145","38761","8724"
"T20120016178","228127","9056"
"T20120016204","1323","8758"
"T20120016272","29893","1001"
"T20120016318","37916","9186"
"T20120016385","35519","5531"
"T20120016403","253509","100356"
"T20120016414","29796","8903"
"T20120016418","29522","9226"
"T20120016463","29425","9391"
"T20120016479","35262","7715"
"T20120016505","35387","9426"
"T20120016512","40879","100864"
"T20120016513","253512","9160"
"T20120016563","46085","1000"
"T20120016567","41006","5634"
"T20120016570","43726","8707"
"T20120016611","41268","5985"
"T20120016665","49910","7697"
"T20120016696","36210","9279"
"T20120016711","30011","7984"
"T20120016713","57918","5726"
"T20120016716","55059","102689"
"T20120016747","42746","6207"
"T20120016795","253950","100385"
"T20120016824","29796","8903"
"T20120016831","713","5957"
"T20120016839","29741","6673"
"T20120016850","35841","2258"
"T20120016881","46059","101999"
"T20120016889","40131","100908"
"T20120016915","45065","9184"
"T20120016933","66100","5342"
"T20120016937","49210","1245"
"T20120016949","57541","5765"
"T20120016949","57541","102478"
"T20120016965","35634","6511"
"T20120016971","50131","7769"
"T20120016974","253737","5452"
"T20120016994","622","5688"
"T20120017009","253839","5311"
"T20120017025","40951","5456"
"T20120017043","37362","8797"
"T20120017065","35642","6766"
"T20120017085","56549","2376"
"T20120017097","234416","8799"
"T20120017101","246580","9498"
"T20120017109","38608","8685"
"T20120017115","36321","6197"
"T20120017139","227564","4185"
"T20120017161","38475","5046"
"T20120017192","29474","5441"
"T20120017196","46819","9477"
"T20120017197","254197","5620"
"T20120017199","222523","5527"
"T20120017209","119","9473"
"T20120017257","253117","9608"
"T20120017259","410","9023"
"T20120017281","254159","9285"
"T20120017291","244136","6390"
"T20120017319","46030","9549"
"T20120017337","886","6489"
"T20120017348","225644","8866"
"T20120017391","40315","5487"
"T20120017400","54089","6083"
"T20120017434","47636","5493"
"T20120017466","43767","101639"
"T20120017515","253785","5824"
"T20120017595","57354","8693"
"T20120017608","47184","8998"
"T20120017624","35642","6766"
"T20120017643","22","9260"
"T20120017650","1320","8736"
"T20120017689","329","5267"
"T20120017698","460","9309"
"T20120017738","254738","6515"
"T20120017738","254738","6516"
"T20120017752","254744","5992"
"T20120017789","44938","9006"
"T20120017815","37583","9452"
"T20120017821","29735","6626"
"T20120017843","254698","103361"
"T20120017882","14250","5488"
"T20120017890","253865","7625"
"T20120017943","42538","6094"
"T20120017954","45793","104848"
"T20120017980","38545","9196"
"T20120017987","899","6573"
"T20120018046","971","6725"
"T20120018054","253059","102343"
"T20120018098","52926","2328"
"T20120018120","40679","8954"
"T20120018165","257489","1213"
"T20120018181","42577","105834"
"T20120018200","223225","8644"
"T20120018211","40894","5517"
"T20120018213","254925","5671"
"T20120018219","29700","6404"
"T20120018252","36693","9262"
"T20120018266","986","6479"
"T20120018273","39558","5308"
"T20120018285","37911","9160"
"T20120018286","254812","5079"
"T20120018334","38483","5051"
"T20120018346","128","1020"
"T20120018404","71655","1117"
"T20120018419","34518","9005"
"T20120018495","38188","9049"
"T20120018503","1248","8753"
"T20120018537","41762","5995"
"T20120018592","33759","5763"
"T20120018644","254604","6148"
"T20120018670","57530","5678"
"T20120018717","243196","5543"
"T20120018747","36152","106118"
"T20120018866","57585","6103"
"T20120018877","49806","7670"
"T20120018883","19446","4193"
"T20120018887","51348","4021"
"T20120018898","52210","1197"
"T20120018917","840","6411"
"T20120018918","35824","106096"
"T20120018939","54453","9413"
"T20120018954","10760","100578"
"T20120018988","254453","4295"
"T20120019023","897","6582"
"T20120019030","51735","4190"
"T20120019066","37706","100907"
"T20120019103","246851","6573"
"T20120019117","254373","106086"
"T20120019124","60883","8522"
"T20120019173","46030","9549"
"T20120019179","221459","8758"
"T20120019187","253106","6631"
"T20120019188","63799","9088"
"T20120019208","41896","5707"
"T20120019284","38608","8685"
"T20120019292","986","6479"
"T20120019321","38608","8685"
"T20120019341","56372","100359"
"T20120019365","256811","9115"
"T20120019374","42414","6097"
"T20120019383","40787","8984"
"T20120019393","10592","1000"
"T20120019442","29494","9014"
"T20120019463","250528","9463"
"T20120019491","38325","5036"
"T20120019499","57707","1331"
"T20120019502","25256","6509"
"T20120019520","167","8669"
"T20120019521","61657","8727"
"T20120019536","254472","5037"
"T20120019538","62987","8961"
"T20120019541","39353","5353"
"T20120019560","254494","101473"
"T20120019563","254499","6513"
"T20120019593","41231","102691"
"T20120019612","40894","5517"
"T20120019633","32079","106094"
"T20120019646","46197","6203"
"T20120019651","38643","9324"
"T20120019694","71165","7590"
"T20120019722","35408","9510"
"T20120019823","254724","102538"
"T20120019830","49975","7711"
"T20120019833","883","8959"
"T20120019845","55168","9326"
"T20120019847","41241","5877"
"T20120019849","53401","2254"
"T20120019895","48468","5379"
"T20120019901","254336","8641"
"T20120019932","29870","9419"
"T20120019937","35611","6265"
"T20120019967","256171","6176"
"T20120019999","255267","106121"
"T20120020005","50227","7827"
"T20120020020","39869","9508"
"T20120020051","24378","6509"
"T20120020074","53022","101189"
"T20120020109","54453","9413"
"T20120020112","32692","6010"
"T20120020116","227963","103007"
"T20120020143","255455","102566"
"T20120020151","68004","5672"
"T20120020243","255107","5072"
"T20120020257","42467","6083"
"T20120020279","44465","7774"
"T20120020321","36230","9314"
"T20120020343","17614","3095"
"T20120020352","255331","9398"
"T20120020363","44208","8856"
"T20120020381","106","6651"
"T20120020382","29618","5570"
"T20120020388","44945","9133"
"T20120020411","256762","6194"
"T20120020444","44938","9006"
"T20120020468","54988","6425"
"T20120020472","238771","101101"
"T20120020535","36221","9233"
"T20120020578","255355","3172"
"T20120020580","53316","1179"
"T20120020602","46197","6203"
"T20120020624","42919","6219"
"T20120020696","40110","102496"
"T20120020707","41469","5822"
"T20120020708","40","6522"
"T20120020711","29551","106070"
"T20120020731","255272","3159"
"T20120020761","41855","5883"
"T20120020804","66634","101842"
"T20120020806","221459","8758"
"T20120020825","221418","8689"
"T20120020831","40577","5609"
"T20120020842","40914","5669"
"T20120020848","44347","103910"
"T20120020855","34970","8757"
"T20120020922","42803","8933"
"T20120020937","1248","8753"
"T20120020957","36869","8558"
"T20120020974","255197","6284"
"T20120021017","29667","5814"
"T20120021053","42509","6181"
"T20120021060","83326","5124"
"T20120021077","221459","8758"
"T20120021106","53345","7976"
"T20120021153","244480","1127"
